ym,StockCode,Description,user_type,cust_cnt,rev
2011-01,85066,"CREAM SWEETHEART MINI CHEST",old_user,21,1342.2
2011-01,85204,"HANGING WOOD AND FELT FLOWER",old_user,1,5
2011-01,85205B,"PINK FELT EASTER RABBIT GARLAND",old_user,2,23
2011-01,85071C,"CHARLIE+LOLA"EXTREMELY BUSY"" SIGN"",old_user,1,15.3
2011-01,85206A,"CREAM FELT EASTER EGG BASKET",old_user,15,192.2
2011-01,85071D,"CHARLIE+LOLA MY ROOM DOOR SIGN",old_user,1,12.8
2011-01,85206B,"PINK FELT EASTER EGG BASKET",old_user,1,1.6
2011-01,85078,"SCANDINAVIAN 3 HEARTS NAPKIN RING",old_user,1,15.6
2011-01,85208,"SET/12 FUNKY FELT FLOWER PEG IN BAG",old_user,1,4.2
2011-01,85089,"CANDY SPOT BUNNY",old_user,1,8.9
2011-01,85212,"MINI PAINTED GARDEN DECORATION ",old_user,2,35.5
2011-01,85093,"CANDY SPOT EGG WARMER HARE",old_user,1,15
2011-01,85094,"CANDY SPOT EGG WARMER RABBIT",old_user,1,15
2011-01,85214,"TUB 24 PINK FLOWER PEGS",old_user,1,1.6
2011-01,85096,"HILDA CANDY SPOT RABBIT",old_user,1,11.2
2011-01,85099B,"JUMBO BAG RED RETROSPOT",old_user,35,1406.9
2011-01,85216,"ASSORTED CAKES FRIDGE MAGNETS",old_user,1,3.9
2011-01,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",old_user,18,744.6
2011-01,85227,"SET OF 6 3D KIT CARDS FOR KIDS",old_user,2,10.2
2011-01,85099F,"JUMBO BAG STRAWBERRY",old_user,14,544.5
2011-01,85230B,"CINNAMON SCENTED VOTIVE CANDLE",old_user,1,0.9
2011-01,85111,"SILVER GLITTER FLOWER VOTIVE HOLDER",old_user,1,20.9
2011-01,85114A,"BLACK ENCHANTED FOREST PLACEMAT",old_user,1,6.6
2011-01,85230F,"JASMINE VOTIVE CANDLE",old_user,1,7
2011-01,85054,"FRENCH ENAMEL POT W LID",old_user,11,156.4
2011-01,85114C,"RED ENCHANTED FOREST PLACEMAT",old_user,1,8.2
2011-01,85231B,"CINAMMON SET OF 9 T-LIGHTS",old_user,3,15.3
2011-01,85118,"HEART T-LIGHT HOLDER",old_user,1,15
2011-01,85231G,"ORANGE SCENTED SET/9 T-LIGHTS",old_user,2,22.1
2011-01,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",old_user,78,7430.2
2011-01,85232A,"SET/3 POLKADOT STACKING TINS",old_user,4,44.6
2011-01,85232B,"SET OF 3 BABUSHKA STACKING TINS",old_user,1,14.8
2011-01,85124B,"BLUE JUICY FRUIT PHOTO FRAME",old_user,1,2.6
2011-01,85232D,"SET/3 DECOUPAGE STACKING TINS",old_user,3,49.5
2011-01,85124C,"GREEN JUICY FRUIT PHOTO FRAME",old_user,1,2.6
2011-01,85129D,"BEADED CRYSTAL HEART PINK SMALL",old_user,1,3.8
2011-01,85130D,"BEADED CRYSTAL HEART PINK LARGE",old_user,2,29.7
2011-01,85131A,"BEADED PEARL HEART WHITE ON STICK",old_user,1,3.8
2011-01,85131B,"BEADED CRYSTAL HEART GREEN ON STICK",old_user,1,3.8
2011-01,85131C,"BEADED CRYSTAL HEART BLUE ON STICK",old_user,1,3.8
2011-01,85131D,"BEADED CRYSTAL HEART PINK ON STICK",old_user,1,3.8
2011-01,90057,"DIAMANTE RING ASSORTED IN BOX.",old_user,1,30
2011-01,85132A,"CHARLIE + LOLA BISCUITS TINS",old_user,1,10
2011-01,85132B,"CHARLIE AND LOLA TABLE TINS",old_user,1,19.9
2011-01,85132C,"CHARLIE AND LOLA FIGURES TINS",old_user,1,39.8
2011-01,90108,"BLUE BLOSSOM HAIR CLIP",old_user,1,12.6
2011-01,90114,"SUMMER DAISIES BAG CHARM",old_user,1,15.3
2011-01,90120C,"GREEN MURANO TWIST BRACELET",old_user,1,17
2011-01,90122A,"PINK CRYSTAL+GLASS BRACELET",old_user,1,29.7
2011-01,90122C,"TURQUOISE CRYSTAL+GLASS BRACELET",old_user,1,29.7
2011-01,85141,"JARDIN ETCHED GLASS FRUITBOWL",old_user,2,118.2
2011-01,90123B,"TURQUOISE HEART OF GLASS BRACELET",old_user,1,11.9
2011-01,90123C,"GREEN HEART OF GLASS BRACELET",old_user,1,11.9
2011-01,85144,"JARDIN ETCHED GLASS CHEESE DISH",old_user,4,58
2011-01,85150,"LADIES & GENTLEMEN METAL SIGN",old_user,21,232
2011-01,85152,"HAND OVER THE CHOCOLATE   SIGN ",old_user,17,102.9
2011-01,85159A,"BLACK TEA,COFFEE,SUGAR JARS",old_user,5,75
2011-01,85159B,"WHITE TEA,COFFEE,SUGAR JARS",old_user,1,15
2011-01,85160B,"BLACK BIRD GARDEN DESIGN MUG",old_user,1,7.5
2011-01,85169A,"IVORY LOVE BIRD CANDLE",old_user,2,86.4
2011-01,85169B,"BLACK LOVE BIRD CANDLE",old_user,1,10.1
2011-01,85169C,"EAU DE NIL LOVE BIRD CANDLE",old_user,2,86.4
2011-01,90155,"RESIN NECKLACE W PASTEL BEADS",old_user,1,15
2011-01,90156,"RESIN BRACELET W PASTEL BEADS",old_user,1,9.9
2011-01,85169D,"PINK LOVE BIRD CANDLE",old_user,1,76.3
2011-01,85038,"6 CHOCOLATE LOVE HEART T-LIGHTS",old_user,8,77.7
2011-01,85170D,"SET/6 PINK BIRD T-LIGHT CANDLES",old_user,1,40.6
2011-01,85172,"HYACINTH BULB T-LIGHT CANDLES",old_user,1,13.4
2011-01,90184B,"AMETHYST CHUNKY BEAD BRACELET W STR",old_user,1,9
2011-01,90184C,"BLACK CHUNKY BEAD BRACELET W STRAP",old_user,1,9
2011-01,85173,"SET/6 FROG PRINCE T-LIGHT CANDLES",old_user,2,61.2
2011-01,85174,"S/4 CACTI CANDLES",old_user,5,87.2
2011-01,90197B,"BLACK GLASS BRACELET W HEART CHARMS",old_user,1,14.8
2011-01,90198A,"VINTAGE ROSE BEAD BRACELET RASPBERR",old_user,1,17
2011-01,85135C,"RED DRAGONFLY HELICOPTER",old_user,2,15.9
2011-01,85175,"CACTI T-LIGHT CANDLES",old_user,6,145.9
2011-01,85039A,"SET/4 RED MINI ROSE CANDLE IN BOWL",old_user,2,72.9
2011-01,85176,"SEWING SUSAN 21 NEEDLE SET",old_user,1,10.2
2011-01,85039B,"S/4 IVORY MINI ROSE CANDLE IN BOWL",old_user,1,1.6
2011-01,"BANK CHARGES","Bank Charges",old_user,1,15
2011-01,85177,"BASKET OF FLOWERS SEWING KIT",old_user,1,5.1
2011-01,85039C,"S/4 BLACK MINI ROSE CANDLE IN BOWL",old_user,1,20.2
2011-01,M,Manual,old_user,6,57.6
2011-01,85178,"VICTORIAN SEWING KIT",old_user,4,75
2011-01,POST,POSTAGE,old_user,43,3261
2011-01,21201,"TROPICAL  HONEYCOMB PAPER GARLAND ",old_user,2,30.6
2011-01,21202,"DOLLY HONEYCOMB GARLAND",old_user,2,51
2011-01,21204,"DAISIES  HONEYCOMB GARLAND ",old_user,4,34.6
2011-01,21205,"MULTICOLOUR 3D BALLS GARLAND",old_user,4,40.8
2011-01,21206,"STRAWBERRY HONEYCOMB  GARLAND ",old_user,5,62.6
2011-01,21207,"SKULL AND CROSSBONES  GARLAND ",old_user,4,29.7
2011-01,21208,"PASTEL COLOUR HONEYCOMB FAN",old_user,2,39.6
2011-01,21209,"MULTICOLOUR HONEYCOMB FAN",old_user,1,31.2
2011-01,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",old_user,19,223.3
2011-01,21211,"SET OF 72 SKULL PAPER  DOILIES",old_user,2,8.7
2011-01,21212,"PACK OF 72 RETROSPOT CAKE CASES",old_user,34,457
2011-01,21213,"PACK OF 72 SKULL CAKE CASES",old_user,15,218
2011-01,21215,"IVORY PAPER CUP CAKE CASES ",old_user,2,3.3
2011-01,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",old_user,8,194.6
2011-01,21217,"RED RETROSPOT ROUND CAKE TINS",old_user,10,219.8
2011-01,21218,"RED SPOTTY BISCUIT TIN",old_user,3,48.8
2011-01,21219,"SET/4 BADGES BALLOON GIRL",old_user,3,30
2011-01,21220,"SET/4 BADGES DOGS",old_user,2,17.5
2011-01,21221,"SET/4 BADGES CUTE CREATURES",old_user,1,12.5
2011-01,21222,"SET/4 BADGES BEETLES",old_user,1,5
2011-01,21224,"SET/4 SKULL BADGES",old_user,2,30
2011-01,21231,"SWEETHEART CERAMIC TRINKET BOX",old_user,15,401.5
2011-01,21232,"STRAWBERRY CERAMIC TRINKET BOX",old_user,22,439
2011-01,21238,"RED RETROSPOT CUP",old_user,7,104
2011-01,21239,"PINK  POLKADOT CUP",old_user,5,92.1
2011-01,21240,"BLUE POLKADOT CUP",old_user,6,98.9
2011-01,21242,"RED RETROSPOT PLATE ",old_user,5,183.1
2011-01,21243,"PINK  POLKADOT PLATE ",old_user,3,166.2
2011-01,21244,"BLUE POLKADOT PLATE ",old_user,4,169.6
2011-01,21245,"GREEN POLKADOT PLATE ",old_user,3,27
2011-01,21248,"DOOR HANGER  MUM + DADS ROOM",old_user,1,2.9
2011-01,21249,"WOODLAND  HEIGHT CHART STICKERS ",old_user,6,141.6
2011-01,21251,"DINOSAUR HEIGHT CHART STICKER SET",old_user,3,88.5
2011-01,21257,"VICTORIAN SEWING BOX MEDIUM",old_user,4,63.6
2011-01,21258,"VICTORIAN SEWING BOX LARGE",old_user,1,25.5
2011-01,21259,"VICTORIAN SEWING BOX SMALL ",old_user,8,89.3
2011-01,21260,"FIRST AID TIN",old_user,7,81.2
2011-01,21269,"ANTIQUE CREAM CUTLERY SHELF ",old_user,2,17
2011-01,21272,"SALLE DE BAIN HOOK",old_user,4,37.5
2011-01,21275,"ZINC TOP  2 DOOR WOODEN SHELF ",old_user,1,17
2011-01,21277,"FRENCH STYLE EMBOSSED HEART CABINET",old_user,1,22
2011-01,21278,"VINTAGE KITCHEN PRINT PUDDINGS",old_user,2,20.4
2011-01,21279,"VINTAGE KITCHEN PRINT FRUITS",old_user,1,15.3
2011-01,21280,"VINTAGE KITCHEN PRINT VEGETABLES",old_user,1,15.3
2011-01,21281,"VINTAGE KITCHEN PRINT SEAFOOD",old_user,1,15.3
2011-01,21284,"RETROSPOT CANDLE  SMALL",old_user,1,3.4
2011-01,21288,"STRIPEY CHOCOLATE NESTING BOXES",old_user,1,5.9
2011-01,21289,"LARGE STRIPES CHOCOLATE GIFT BAG",old_user,2,40
2011-01,21291,"SMALL POLKADOT CHOCOLATE GIFT BAG ",old_user,2,27.2
2011-01,21294,"ETCHED GLASS COASTER",old_user,1,5
2011-01,21306,"SET/4 DAISY MIRROR MAGNETS",old_user,1,6.3
2011-01,21307,"SET/4 BUTTERFLY MIRROR MAGNETS",old_user,1,6.3
2011-01,21313,"GLASS HEART T-LIGHT HOLDER ",old_user,8,132.8
2011-01,21314,"SMALL GLASS HEART TRINKET POT",old_user,17,197.4
2011-01,21316,"SMALL CHUNKY GLASS ROMAN  BOWL",old_user,1,23.6
2011-01,21317,"GLASS SPHERE CANDLE STAND MEDIUM",old_user,1,10.9
2011-01,21318,"GLASS CHALICE BLUE SMALL ",old_user,4,26.4
2011-01,21319,"GLASS CHALICE GREEN  SMALL ",old_user,3,24.7
2011-01,21320,"GLASS CHALICE GREEN  LARGE ",old_user,1,15.3
2011-01,21324,"HANGING MEDINA LANTERN SMALL",old_user,4,56
2011-01,21326,"AGED GLASS SILVER T-LIGHT HOLDER",old_user,9,168.3
2011-01,21327,"SKULLS WRITING SET ",old_user,7,47.8
2011-01,21328,"BALLOONS  WRITING SET ",old_user,7,57.7
2011-01,21329,"DINOSAURS  WRITING SET ",old_user,7,31.4
2011-01,21332,"MOROCCAN BEATEN METAL MIRROR",old_user,1,12.8
2011-01,21333,"CLASSIC WHITE FRAME",old_user,2,8.9
2011-01,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",old_user,5,528.6
2011-01,21354,"TOAST ITS - BEST MUM",old_user,5,65
2011-01,21355,"TOAST ITS - I LOVE YOU ",old_user,25,210
2011-01,21356,"TOAST ITS - FAIRY FLOWER",old_user,2,30
2011-01,21357,"TOAST ITS - DINOSAUR",old_user,1,1.2
2011-01,21358,"TOAST ITS - HAPPY BIRTHDAY",old_user,4,36.2
2011-01,21359,"RELAX LARGE WOOD LETTERS",old_user,2,47.8
2011-01,21361,"LOVE LARGE WOOD LETTERS ",old_user,6,102
2011-01,21363,"HOME SMALL WOOD LETTERS",old_user,5,89.1
2011-01,21365,"MIRRORED WALL ART STARS",old_user,2,53.1
2011-01,21366,"MIRRORED WALL ART PHOTO FRAMES",old_user,1,12.8
2011-01,21367,"MIRRORED WALL ART GENTS",old_user,1,2.6
2011-01,21368,"MIRRORED WALL ART LADIES",old_user,1,2.6
2011-01,21371,"MIRRORED WALL ART POPPIES",old_user,1,30.6
2011-01,21375,"LARGE CAMPHOR WOOD FIELD MUSHROOM ",old_user,1,10.9
2011-01,21376,"LARGE  TALL CAMPHOR WOOD TOADSTOOL ",old_user,1,10.9
2011-01,21377,"SMALL CAMPHOR WOOD FIELD  MUSHROOM",old_user,1,9.9
2011-01,21378,"SMALL TALL CAMPHOR WOOD TOADSTOOL",old_user,3,21.4
2011-01,21379,"CAMPHOR WOOD PORTOBELLO MUSHROOM",old_user,1,2.5
2011-01,21380,"WOODEN HAPPY BIRTHDAY GARLAND",old_user,8,94.4
2011-01,21381,"MINI WOODEN HAPPY BIRTHDAY GARLAND",old_user,7,921.4
2011-01,21382,"SET/4 SPRING FLOWER DECORATION",old_user,5,41.3
2011-01,21383,"PACK OF 12 STICKY BUNNIES",old_user,9,59.2
2011-01,21385,"IVORY HANGING DECORATION  HEART",old_user,12,175.1
2011-01,21386,"IVORY HANGING DECORATION  EGG",old_user,1,20.4
2011-01,21389,"IVORY HANGING DECORATION  BIRD",old_user,8,103.7
2011-01,21390,"FILIGRIS HEART WITH BUTTERFLY",old_user,2,60
2011-01,21397,"BLUE POLKADOT EGG CUP ",old_user,3,11.2
2011-01,21398,"RED POLKADOT COFFEE  MUG",old_user,1,12.6
2011-01,21403,"BLUE EGG  SPOON",old_user,1,51.8
2011-01,21407,"BROWN CHECK CAT DOORSTOP ",old_user,7,76.5
2011-01,21408,"SPOTTY PINK DUCK DOORSTOP",old_user,1,4.2
2011-01,21411,"GINGHAM HEART  DOORSTOP RED",old_user,9,89.2
2011-01,21413,"PERIWINKLE T-LIGHT HOLDER",old_user,3,23.8
2011-01,21415,"CLAM SHELL SMALL ",old_user,3,29.4
2011-01,21416,"CLAM SHELL LARGE",old_user,1,3.8
2011-01,21417,"COCKLE SHELL DISH",old_user,1,6.3
2011-01,21420,"OYSTER TRINKET BOX",old_user,1,3.2
2011-01,21421,"PORCELAIN ROSE LARGE ",old_user,1,3.8
2011-01,21422,"PORCELAIN ROSE SMALL",old_user,1,13.6
2011-01,21427,"SKULLS STORAGE BOX SMALL",old_user,3,14.7
2011-01,21428,"SET3 BOOK BOX GREEN GINGHAM FLOWER ",old_user,6,132.2
2011-01,21429,"RED GINGHAM ROSE JEWELLERY BOX",old_user,7,69.3
2011-01,21430,"SET/3 RED GINGHAM ROSE STORAGE BOX",old_user,14,267.7
2011-01,21439,"BASKET OF TOADSTOOLS",old_user,6,102.5
2011-01,21441,"BLUE BIRDHOUSE DECORATION",old_user,1,4.2
2011-01,21445,"12 PINK ROSE PEG PLACE SETTINGS",old_user,1,2.5
2011-01,21446,"12 RED ROSE PEG PLACE SETTINGS",old_user,5,27.5
2011-01,21447,"12 IVORY ROSE PEG PLACE SETTINGS",old_user,3,20
2011-01,21448,"12 DAISY PEGS IN WOOD BOX",old_user,10,108.9
2011-01,21452,"TOADSTOOL MONEY BOX",old_user,5,67.9
2011-01,21454,"PAINTED PINK RABBIT ",old_user,3,12.8
2011-01,21455,"PAINTED YELLOW WOODEN DAISY",old_user,6,41.6
2011-01,21456,"2 PICTURE BOOK EGGS EASTER CHICKS",old_user,2,17.5
2011-01,21457,"2 PICTURE BOOK EGGS EASTER DUCKS",old_user,4,12.5
2011-01,21458,"2 PICTURE BOOK EGGS EASTER BUNNY",old_user,3,31.2
2011-01,21459,"YELLOW EASTER EGG HUNT START POST",old_user,2,15.6
2011-01,21460,"GREEN EASTER EGG HUNT START POST",old_user,3,19.5
2011-01,21461,"BLUE EASTER EGG HUNT START POST",old_user,1,9.8
2011-01,21462,"NURSERY A,B,C PAINTED LETTERS",old_user,2,20.2
2011-01,21463,"MIRRORED DISCO BALL ",old_user,3,41.6
2011-01,21464,"DISCO BALL ROTATOR BATTERY OPERATED",old_user,2,8.5
2011-01,21465,"PINK FLOWER CROCHET FOOD COVER",old_user,3,30
2011-01,21466,"RED FLOWER CROCHET FOOD COVER",old_user,6,60
2011-01,21467,"CHERRY CROCHET FOOD COVER",old_user,3,33.8
2011-01,21468,"BUTTERFLY CROCHET FOOD COVER",old_user,2,7.5
2011-01,21469,"POLKA DOT RAFFIA FOOD COVER",old_user,2,30
2011-01,21470,"FLOWER VINE RAFFIA FOOD COVER",old_user,4,33.8
2011-01,21471,"STRAWBERRY RAFFIA FOOD COVER",old_user,5,56.2
2011-01,21472,"LADYBIRD + BEE RAFFIA FOOD COVER",old_user,4,15
2011-01,21476,"STEEL SWEETHEART ROUND TABLE CREAM",old_user,1,15
2011-01,21479,"WHITE SKULL HOT WATER BOTTLE ",old_user,5,45
2011-01,21481,"FAWN BLUE HOT WATER BOTTLE",old_user,9,103.3
2011-01,21484,"CHICK GREY HOT WATER BOTTLE",old_user,10,112.8
2011-01,21485,"RETROSPOT HEART HOT WATER BOTTLE",old_user,27,432.9
2011-01,21494,"ROTATING LEAVES T-LIGHT HOLDER",old_user,1,15
2011-01,21495,"SKULLS AND CROSSBONES WRAP",old_user,2,21
2011-01,21497,"FANCY FONTS BIRTHDAY WRAP",old_user,6,63
2011-01,21498,"RED RETROSPOT WRAP ",old_user,15,168
2011-01,21499,"BLUE POLKADOT WRAP",old_user,7,73.5
2011-01,21500,"PINK POLKADOT WRAP ",old_user,11,115.5
2011-01,21503,"TOYBOX  WRAP ",old_user,3,31.5
2011-01,21504,"SKULLS GREETING CARD",old_user,3,25.2
2011-01,21506,"FANCY FONT BIRTHDAY CARD, ",old_user,7,35.3
2011-01,21507,"ELEPHANT, BIRTHDAY CARD, ",old_user,9,55.4
2011-01,21508,"VINTAGE KID DOLLY CARD ",old_user,6,35.3
2011-01,21509,"COWBOYS AND INDIANS BIRTHDAY CARD ",old_user,4,20.2
2011-01,21518,"BANK ACCOUNT  GREETING  CARD ",old_user,4,15.5
2011-01,21519,"GIN & TONIC DIET GREETING CARD ",old_user,12,76.7
2011-01,21520,"BOOZE & WOMEN GREETING CARD ",old_user,7,30.7
2011-01,21523,"DOORMAT FANCY FONT HOME SWEET HOME",old_user,10,294
2011-01,21524,"DOORMAT SPOTTY HOME SWEET HOME",old_user,18,405.3
2011-01,21527,"RED RETROSPOT TRADITIONAL TEAPOT ",old_user,11,278.1
2011-01,21528,"DAIRY MAID TRADITIONAL TEAPOT ",old_user,3,48.6
2011-01,21530,"DAIRY MAID TOASTRACK",old_user,2,38.4
2011-01,21531,"RED RETROSPOT SUGAR JAM BOWL",old_user,8,139.5
2011-01,21533,"RETROSPOT LARGE MILK JUG",old_user,14,189.6
2011-01,21534,"DAIRY MAID LARGE MILK JUG",old_user,2,19.8
2011-01,21535,"RED RETROSPOT SMALL MILK JUG",old_user,6,141.9
2011-01,21537,"RED RETROSPOT PUDDING BOWL",old_user,4,46.8
2011-01,21539,"RED RETROSPOT BUTTER DISH",old_user,8,113.8
2011-01,21544,"SKULLS  WATER TRANSFER TATTOOS ",old_user,1,8.5
2011-01,21547,"CERAMIC BIRDHOUSE CRESTED TIT SMALL",old_user,3,70.8
2011-01,21555,"CERAMIC STRAWBERRY TRINKET TRAY",old_user,2,10.2
2011-01,21556,"CERAMIC STRAWBERRY MONEY BOX",old_user,1,2.6
2011-01,21558,"SKULL LUNCH BOX WITH CUTLERY ",old_user,8,73.9
2011-01,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",old_user,22,386.1
2011-01,21561,"DINOSAUR LUNCH BOX WITH CUTLERY",old_user,11,205.6
2011-01,21562,"HAWAIIAN GRASS SKIRT ",old_user,1,1.2
2011-01,21563,"RED HEART SHAPE LOVE BUCKET ",old_user,8,94.4
2011-01,21564,"PINK  HEART SHAPE LOVE BUCKET ",old_user,2,8.9
2011-01,21576,"LETS GO SHOPPING COTTON TOTE BAG",old_user,1,9
2011-01,21577,"SAVE THE PLANET COTTON TOTE BAG",old_user,4,76.5
2011-01,21578,"WOODLAND DESIGN  COTTON TOTE BAG",old_user,6,96.8
2011-01,21579,"LOLITA  DESIGN  COTTON TOTE BAG",old_user,3,42.8
2011-01,21580,"RABBIT  DESIGN  COTTON TOTE BAG",old_user,2,15.8
2011-01,21581,"SKULLS  DESIGN  COTTON TOTE BAG",old_user,2,15.8
2011-01,21584,"RETROSPOT SMALL TUBE MATCHES",old_user,5,26.4
2011-01,21586,"KINGS CHOICE GIANT TUBE MATCHES",old_user,5,134.6
2011-01,21588,"RETROSPOT GIANT TUBE MATCHES",old_user,6,109.4
2011-01,21592,"RETROSPOT CIGAR BOX MATCHES ",old_user,5,48.8
2011-01,21609,"SET 12 LAVENDER  BOTANICAL T-LIGHTS",old_user,6,306.7
2011-01,21613,"S/12 VANILLA  BOTANICAL T-LIGHTS",old_user,3,38.4
2011-01,21615,"4 LAVENDER BOTANICAL DINNER CANDLES",old_user,4,105
2011-01,21616,"4 PEAR BOTANICAL DINNER CANDLES",old_user,4,112.5
2011-01,21617,"4 LILY  BOTANICAL DINNER CANDLES",old_user,4,72
2011-01,21618,"4 WILDFLOWER BOTANICAL CANDLES",old_user,2,30
2011-01,21619,"4 VANILLA BOTANICAL CANDLES",old_user,1,15
2011-01,21620,"SET OF 4 ROSE BOTANICAL CANDLES",old_user,4,52.5
2011-01,21621,"VINTAGE UNION JACK BUNTING",old_user,16,1646
2011-01,21622,"VINTAGE UNION JACK CUSHION COVER",old_user,4,99
2011-01,21623,"VINTAGE UNION JACK MEMOBOARD",old_user,7,140.5
2011-01,21624,"VINTAGE UNION JACK DOORSTOP",old_user,2,29.8
2011-01,21625,"VINTAGE UNION JACK APRON",old_user,2,55.6
2011-01,21626,"VINTAGE UNION JACK PENNANT",old_user,3,54.6
2011-01,21627,"ELEPHANT CARNIVAL POUFFE",old_user,1,44.8
2011-01,21631,"HIPPY CHIC DECORATIVE PARASOL",old_user,3,133
2011-01,21640,"ASSORTED TUTTI FRUTTI  FOB NOTEBOOK",old_user,1,40.8
2011-01,21642,"ASSORTED TUTTI FRUTTI PEN",old_user,1,20.4
2011-01,21643,"ASSORTED TUTTI FRUTTI MIRROR",old_user,1,15
2011-01,21644,"ASSORTED TUTTI FRUTTI HEART BOX",old_user,4,75
2011-01,21650,"ASSORTED TUTTI FRUTTI BRACELET",old_user,1,9.1
2011-01,21651,"HANGING GLASS ETCHED TEALIGHT",old_user,1,6.6
2011-01,21655,"HANGING RIDGE GLASS T-LIGHT HOLDER",old_user,1,20.3
2011-01,21656,"RIDGED GLASS POSY VASE ",old_user,1,8.7
2011-01,21657,"MILK BOTTLE WITH GLASS STOPPER ",old_user,2,48.7
2011-01,21658,"GLASS  BEURRE DISH",old_user,7,83
2011-01,21666,"RIDGED GLASS T-LIGHT HOLDER",old_user,1,3.9
2011-01,21668,"RED STRIPE CERAMIC DRAWER KNOB",old_user,11,125
2011-01,21669,"BLUE STRIPE CERAMIC DRAWER KNOB",old_user,10,103.8
2011-01,21670,"BLUE SPOT CERAMIC DRAWER KNOB",old_user,12,142.5
2011-01,21671,"RED SPOT CERAMIC DRAWER KNOB",old_user,9,111.2
2011-01,21672,"WHITE SPOT RED CERAMIC DRAWER KNOB",old_user,9,111.2
2011-01,21673,"WHITE SPOT BLUE CERAMIC DRAWER KNOB",old_user,14,157.5
2011-01,21675,"BUTTERFLIES STICKERS",old_user,2,30.6
2011-01,21676,"FLOWERS  STICKERS",old_user,1,5.1
2011-01,21677,"HEARTS  STICKERS",old_user,5,47.6
2011-01,21679,"SKULLS  STICKERS",old_user,3,49.3
2011-01,21680,"WOODLAND  STICKERS",old_user,2,30.6
2011-01,21682,"LARGE MEDINA STAMPED METAL BOWL ",old_user,1,9.9
2011-01,21683,"MEDIUM MEDINA STAMPED METAL BOWL ",old_user,2,23.6
2011-01,21684,"SMALL MEDINA STAMPED METAL BOWL ",old_user,2,20.4
2011-01,21686,"MEDINA STAMPED METAL STOOL",old_user,1,79.9
2011-01,21690,"SILVER  CANDLEPOT JARDIN ",old_user,1,15
2011-01,21695,"SMALL SILVER FLOWER CANDLE POT",old_user,2,29.5
2011-01,21696,"SMALL SILVER TRELLIS CANDLEPOT",old_user,1,11.8
2011-01,21700,"BIG DOUGHNUT FRIDGE MAGNETS",old_user,3,30.6
2011-01,21703,"BAG 125g SWIRLY MARBLES",old_user,6,43.3
2011-01,21704,"BAG 250g SWIRLY MARBLES",old_user,2,21.2
2011-01,21705,"BAG 500g SWIRLY MARBLES",old_user,4,28
2011-01,21706,"FOLDING UMBRELLA RED/WHITE POLKADOT",old_user,2,19.8
2011-01,21707,"FOLDING UMBRELLA BLACKBLUE POLKADOT",old_user,1,19.8
2011-01,21709,"FOLDING UMBRELLA CHOCOLATE POLKADOT",old_user,1,19.8
2011-01,21710,"FOLDING UMBRELLA PINKWHITE POLKADOT",old_user,2,44.6
2011-01,21711,"FOLDING UMBRELLA WHITE/RED POLKADOT",old_user,1,5
2011-01,21713,"CITRONELLA CANDLE FLOWERPOT",old_user,2,18.9
2011-01,21714,"CITRONELLA CANDLE GARDEN POT",old_user,5,40
2011-01,21715,"GIRLS VINTAGE TIN SEASIDE BUCKET",old_user,3,28
2011-01,21716,"BOYS VINTAGE TIN SEASIDE BUCKET",old_user,3,81.6
2011-01,21717,"EASTER TIN BUCKET",old_user,8,61.2
2011-01,21718,"RED METAL BEACH SPADE ",old_user,4,53.8
2011-01,21719,"LOVELY BONBON STICKER SHEET",old_user,2,11
2011-01,21721,"CANDY SHOP  STICKER SHEET",old_user,1,5.9
2011-01,21723,"ALPHABET HEARTS STICKER SHEET",old_user,1,5.1
2011-01,21724,"PANDA AND BUNNIES STICKER SHEET",old_user,2,10.2
2011-01,21725,"SWEETIES  STICKERS",old_user,1,4.2
2011-01,21987,"PACK OF 6 SKULL PAPER CUPS",old_user,3,39
2011-01,21882,"SKULLS TAPE",old_user,5,26
2011-01,21988,"PACK OF 6 SKULL PAPER PLATES",old_user,3,61.2
2011-01,21792,"CLASSIC FRENCH STYLE BASKET GREEN ",old_user,3,20.2
2011-01,21989,"PACK OF 20 SKULL PAPER NAPKINS",old_user,6,52.7
2011-01,21883,"STARS GIFT TAPE ",old_user,16,93.7
2011-01,21990,"MODERN FLORAL STATIONERY SET",old_user,2,14.8
2011-01,21991,"BOHEMIAN COLLAGE STATIONERY SET",old_user,1,17.7
2011-01,21793,"CLASSIC FRENCH STYLE BASKET BROWN",old_user,1,6.8
2011-01,21992,"VINTAGE PAISLEY STATIONERY SET",old_user,3,26.6
2011-01,21993,"FLORAL FOLK STATIONERY SET",old_user,2,20.7
2011-01,21884,"CAKES AND BOWS GIFT  TAPE",old_user,7,35.2
2011-01,22021,"BLUE FELT EASTER EGG BASKET",old_user,8,52.8
2011-01,21741,"COSY SLIPPER SHOES LARGE GREEN",old_user,1,5.9
2011-01,22023,"EMPIRE BIRTHDAY CARD",old_user,3,15.1
2011-01,21888,"BINGO SET",old_user,5,48.8
2011-01,22024,"RAINY LADIES BIRTHDAY CARD",old_user,7,35.3
