ym,stockCode,description,cust_cnt,rev_total
2010-12,17109D,"FLOWER FAIRY INCENSE BOUQUET",1,3.38
2010-12,10120,"DOGGY RUBBER",4,3.36
2010-12,22448,"PIN CUSHION BABUSHKA RED",1,3.35
2010-12,22860,"EASTER TIN CHICKS PINK DAISY",1,3.3
2010-12,35915B,"BLUE KNITTED HEN ",1,3.3
2010-12,79030G,"TUMBLER, NEW ENGLAND",1,3.3
2010-12,84388,"WISE MAN STAR SHAPE EGG PAN",2,3.3
2010-12,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,3.3
2010-12,22329,"ROUND CONTAINER SET OF 5 RETROSPOT",2,3.3
2010-12,85024C,"PINK SMALL JEWELLED PHOTOFRAME",2,3.3
2010-12,90059B,"DIAMANTE HAIR GRIP PACK/2 BLACK DIA",1,3.3
2010-12,16216,"LETTER SHAPE PENCIL SHARPENER",2,3.2
2010-12,20661,"BLUE POLKADOT PURSE ",1,2.95
2010-12,20663,"QUEEN OF THE SKIES HOLIDAY PURSE ",1,2.95
2010-12,20666,"ECONOMY HOLIDAY PURSE",1,2.95
2010-12,20670,"VIP HOLIDAY PURSE",1,2.95
2010-12,20906,"VINTAGE NOTEBOOK BEAUTY GIRL",1,2.95
2010-12,21188,"3D HEARTS  HONEYCOMB PAPER GARLAND",1,2.95
2010-12,21251,"DINOSAUR HEIGHT CHART STICKER SET",1,2.95
2010-12,21336,"GOLD WASHBAG",1,2.95
2010-12,21372,"MIRRORED WALL ART TABLE LAMP",1,2.95
2010-12,21425,"SKULLS STORAGE BOX LARGE",1,2.95
2010-12,22137,"BATHROOM SET LOVE HEART DESIGN",1,2.95
2010-12,22361,"GLASS JAR DAISY FRESH COTTON WOOL",1,2.95
2010-12,22363,"GLASS JAR MARMALADE ",1,2.95
2010-12,37444C,"PINK BREAKFAST CUP AND SAUCER ",1,2.95
2010-12,47369B,"BLUE GREEN EMBROIDERY COSMETIC BAG",1,2.95
2010-12,84247K,"FOLK ART GREETING CARD,pack/12",1,2.95
2010-12,90067A,"PINK VINTAGE VICTORIAN EARRINGS",1,2.95
2010-12,90129F,"RED GLASS TASSLE BAG CHARM",1,2.95
2010-12,90177B,"DROP DIAMANTE EARRINGS BLACK DIAMON",1,2.95
2010-12,90177C,"DROP DIAMANTE EARRINGS CRYSTAL",1,2.95
2010-12,90177D,"DROP DIAMANTE EARRINGS PURPLE",1,2.95
2010-12,90186B,"CRYSTAL HOOP EARRING FLORAL LEAF",1,2.95
2010-12,35095B,"RED VICTORIAN FABRIC OVAL BOX",2,2.94
2010-12,21816,"CHRISTMAS TREE T-LIGHT HOLDER",1,2.9
2010-12,18097A,"PINK TALL PORCELAIN T-LIGHT HOLDER ",1,2.55
2010-12,20697,"LITTLE GREEN MONSTER SOFT TOY",1,2.55
2010-12,20699,"MOUSEY LONG LEGS SOFT TOY",1,2.55
2010-12,20794,"BLUE  TILE HOOK",1,2.55
2010-12,21286,"RETROSPOT CANDLE  LARGE",1,2.55
2010-12,21785,"RAIN PONCHO ",1,2.55
2010-12,22734,"SET OF 6 RIBBONS VINTAGE CHRISTMAS",1,2.55
2010-12,37482P,"CUBIC MUG PINK POLKADOT",1,2.55
2010-12,62094B,"TURQ ICE CREAM BUM BAG ",1,2.55
2010-12,72800C,"4 PINK DINNER CANDLE SILVER FLOCK",1,2.55
2010-12,84925D,"LA PALMIERA WALL THERMOMETER",1,2.55
2010-12,84925F,"PSYCHEDELIC WALL THERMOMETER",1,2.55
2010-12,85023B,"EAU DE NILE JEWELLED PHOTOFRAME",1,2.55
2010-12,90042A,"FRESHWATER PEARL BRACELET GOLD",1,2.55
2010-12,90114,"SUMMER DAISIES BAG CHARM",1,2.55
2010-12,90165B,"WHITE ROSEBUD  PEARL EARRINGS",1,2.55
2010-12,16219,"HOUSE SHAPE PENCIL SHARPENER",1,2.52
2010-12,22134,"LADLE LOVE HEART RED ",1,2.52
2010-12,79144B,"PAINTED LIGHTBULB STAR+ MOON",3,2.52
2010-12,46000U,"POLYESTER FILLER PAD 30CMx30CM",1,2.5
2010-12,47593A,"CAROUSEL PONIES BABY BIB",1,2.5
2010-12,84597B,"RETRO BROWN BALL ASHTRAY ",1,2.5
2010-12,90214K,"LETTER "K"" BLING KEY RING"",1,2.5
2010-12,16206B,"RED PURSE WITH PINK HEART",1,2.5
2010-12,20652,"BLUE POLKADOT LUGGAGE TAG ",1,2.5
2010-12,20707,"CRAZY DAISY HEART DECORATION",2,2.5
2010-12,21226,"POCKET MIRROR WOODLAND",1,2.5
2010-12,21828,"EIGHT PIECE SNAKE  SET",2,2.5
2010-12,10124G,"ARMY CAMO BOOKCOVER TAPE",1,2.1
2010-12,17011F,"ORIGAMI SANDLEWOOD INCENSE+FLOWER",1,2.1
2010-12,21417,"COCKLE SHELL DISH",1,2.1
2010-12,22703,"PINK CAT BOWL",1,2.1
2010-12,35810B,"ENAMEL BLUE RIM COFFEE CONTAINER",1,2.1
2010-12,35911A,"MULTICOLOUR RABBIT EGG WARMER",1,2.1
2010-12,35914,"PINK CHICK EGG WARMER + EGG CUP",1,2.1
2010-12,44235,"ASS COL CIRCLE MOBILE ",1,2.1
2010-12,47579,"TEA TIME BREAKFAST BASKET",1,2.1
2010-12,84927A,"WAKE UP COCKEREL TILE HOOK",1,2.1
2010-12,85170A,"SET/6 IVORY BIRD T-LIGHT CANDLES",1,2.1
2010-12,84673A,"PINK FLY SWAT",1,1.9500000000000002
2010-12,84673B,"BLUE FLY SWAT",1,1.9500000000000002
2010-12,37489A,"YELLOW/PINK FLOWER DESIGN BIG MUG",1,1.95
2010-12,37489B,"BLUE/YELLOW FLOWER DESIGN BIG MUG",1,1.95
2010-12,37489C,"GREEN/BLUE FLOWER DESIGN BIG MUG",1,1.95
2010-12,37489D,"PINK/GREEN FLOWER DESIGN BIG MUG",1,1.95
2010-12,78034B,"BLUE NETTING STORAGE HANGER",1,1.95
2010-12,84522,"PINK PARTY SUNGLASSES",1,1.95
2010-12,84750B,"BLACK SMALL GLASS CAKE STAND",1,1.95
2010-12,85095,"THREE CANVAS LUGGAGE TAGS",1,1.95
2010-12,21454,"PAINTED PINK RABBIT ",1,1.7
2010-12,21698,"MOCK LOBSTER FRIDGE MAGNET",1,1.7
2010-12,21943,"CAKES AND RABBITS DESIGN FLANNEL ",1,1.7
2010-12,21946,"PARTY TIME DESIGN FLANNEL",1,1.7
2010-12,22228,"BUNNY WOODEN PAINTED WITH BIRD ",2,1.7
2010-12,22261,"FELT EGG COSY WHITE RABBIT ",1,1.7
2010-12,22520,"CHILDS GARDEN TROWEL BLUE ",2,1.7
2010-12,22521,"CHILDS GARDEN TROWEL PINK",1,1.7
2010-12,79191C,"RETRO PLASTIC ELEPHANT TRAY",2,1.7
2010-12,84800M,"MEDIUM WHITE/PINK ROSE ART FLOWER",1,1.69
2010-12,72051S,"BAG OF SILVER STONES",1,1.68
2010-12,10124A,"SPOTS ON RED BOOKCOVER TAPE",1,1.68
2010-12,16258A,"SWIRLY CIRCULAR RUBBERS IN BAG",3,1.68
2010-12,20775,"DAISY NOTEBOOK ",1,1.65
2010-12,21196,"ROUND WHITE CONFETTI IN TUBE",1,1.65
2010-12,21209,"MULTICOLOUR HONEYCOMB FAN",1,1.65
2010-12,85187,"S/12 MINI RABBIT EASTER",1,1.65
2010-12,90059C,"DIAMANTE HAIR GRIP PACK/2 MONTANA",1,1.65
2010-12,72798C,"SET/4 GARDEN ROSE DINNER CANDLE",1,1.65
2010-12,84874B,"BLUE TRAVEL FIRST AID KIT",1,1.65
2010-12,84806A,"PINK CANDYSTUFT ARTIFICIAL FLOWER",1,1.45
2010-12,16010,"FOLDING CAMPING SCISSOR W/KNIF & S",1,1.44
2010-12,21089,"SET/6 GREEN SPRING PAPER CUPS",1,1.3
2010-12,22034,"ROBIN CHRISTMAS CARD",1,1.26
2010-12,20731,"POSY CANDY BAG",1,1.25
2010-12,21413,"PERIWINKLE T-LIGHT HOLDER",1,1.25
2010-12,21714,"CITRONELLA CANDLE GARDEN POT",1,1.25
2010-12,21747,"SMALL SKULL WINDMILL",1,1.25
2010-12,22407,"MONEY BOX FIRST ADE DESIGN",1,1.25
2010-12,35597A,"DUSTY PINK CHRISTMAS TREE 30CM",1,1.25
2010-12,35597B,"BLACKCHRISTMAS TREE 30CM",1,1.25
2010-12,37461,"FUNKY MONKEY MUG",1,1.25
2010-12,47310M,"SMALL POP BOX,FUNKY MONKEY",1,1.25
2010-12,47593B,"SCOTTIE DOGS BABY BIB",1,1.25
2010-12,84596J,"MIXED NUTS LIGHT GREEN BOWL",1,1.25
2010-12,90128B,"BLUE LEAVES AND BEADS PHONE CHARM",1,1.25
2010-12,90214B,"LETTER "B"" BLING KEY RING"",1,1.25
2010-12,90214C,"LETTER "C"" BLING KEY RING"",1,1.25
2010-12,90214D,"LETTER "D"" BLING KEY RING"",1,1.25
2010-12,90214V,"LETTER "V"" BLING KEY RING"",1,1.25
2010-12,46115B,"GREEN POP ART MAO CUSHION COVER ",1,1.1400000000000001
2010-12,44234,"ASSORTED CIRCULAR MOBILE",1,1.05
2010-12,40005B,"BLUE ORGANDY ROUND LAMPSHADE W BEA",1,0.85
2010-12,79403,"FROSTED WHITE BASE ",1,0.85
2010-12,81950V,"FLOWER PURPLE CLOCK W/SUCKER",1,0.85
2010-12,84499,"BLACK FLOWER CANDLE PLATE",1,0.85
2010-12,22229,"BUNNY WOODEN PAINTED WITH FLOWER ",1,0.85
2010-12,85086A,"CANDY SPOT HEART DECORATION",1,0.85
2010-12,90086,"CRYSTAL FROG PHONE CHARM",1,0.85
2010-12,90104,"PURPLE FRANGIPANI HAIRCLIP",1,0.85
2010-12,84199,"GLOW IN DARK DOLPHINS",1,0.84
2010-12,16054,"POPART RECT PENCIL SHARPENER ASST",1,0.84
2010-12,21268,"VINTAGE BLUE TINSEL REEL",1,0.84
2010-12,21400,"RED PUDDING SPOON",1,0.84
2010-12,16218,"CARTOON  PENCIL SHARPENERS",1,0.8
2010-12,10123C,"HEARTS WRAPPING TAPE ",1,0.65
2010-12,47422,"ASSORTED MONKEY SUCTION CUP HOOK",1,0.42
2010-12,71215,"METAL BASE FOR CANDLES",1,0.42
2010-12,79149B,"SILICON STAR BULB  BLUE",1,0.42
2010-12,79151B,"SILICON CUBE 25W, BLUE",1,0.42
2011-01,23166,"MEDIUM CERAMIC TOP STORAGE JAR",1,77183.6
2011-01,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",150,14979.750000000004
2011-01,22423,"REGENCY CAKESTAND 3 TIER",98,10765.500000000004
2011-01,21108,"FAIRY CAKE FLANNEL ASSORTED COLOUR",11,6840.45
2011-01,79321,"CHILLI LIGHTS",38,5747.570000000001
2011-01,22470,"HEART OF WICKER LARGE",83,5490.239999999994
2011-01,POST,POSTAGE,66,5109
2011-01,48185,"DOORMAT FAIRY CAKE",16,5034.9
2011-01,22469,"HEART OF WICKER SMALL",109,4901.9800000000005
2011-01,22720,"SET OF 3 CAKE TINS PANTRY DESIGN ",123,4899.299999999998
2011-01,21733,"RED HANGING HEART T-LIGHT HOLDER",84,4790.2499999999945
2011-01,85099B,"JUMBO BAG RED RETROSPOT",73,4542.75
2011-01,21175,"GIN + TONIC DIET METAL SIGN",45,4522.5999999999985
2011-01,21621,"VINTAGE UNION JACK BUNTING",28,3610.3199999999997
2011-01,47556B,"TEA TIME TEA TOWELS ",1,3314.9999999999995
2011-01,84997B,"RED 3 PIECE RETROSPOT CUTLERY SET",36,2991.72
2011-01,84879,"ASSORTED COLOUR BIRD ORNAMENT",64,2744.7499999999986
2011-01,84997D,"PINK 3 PIECE POLKADOT CUTLERY SET",35,2702.64
2011-01,22960,"JAM MAKING SET WITH JARS",74,2640.25
2011-01,22722,"SET OF 6 SPICE TINS PANTRY DESIGN",77,2631.8000000000025
2011-01,22629,"SPACEBOY LUNCH BOX ",50,2487.15
2011-01,85099F,"JUMBO BAG STRAWBERRY",41,2380.3500000000004
2011-01,20725,"LUNCH BAG RED RETROSPOT",63,2370.8999999999996
2011-01,84997C,"BLUE 3 PIECE POLKADOT CUTLERY SET",36,2311.98
2011-01,22551,"PLASTERS IN TIN SPACEBOY",37,2152.6499999999996
2011-01,22457,"NATURAL SLATE HEART CHALKBOARD ",89,2125.350000000002
2011-01,82484,"WOOD BLACK BOARD ANT WHITE FINISH",44,1953.9000000000005
2011-01,20685,"DOORMAT RED RETROSPOT",51,1951.9500000000005
2011-01,22961,"JAM MAKING SET PRINTED",72,1946.3500000000022
2011-01,22655,"VINTAGE RED KITCHEN CABINET",7,1920
2011-01,21755,"LOVE BUILDING BLOCK WORD",70,1918.0500000000002
2011-01,22630,"DOLLY GIRL LUNCH BOX",40,1906.8000000000002
2011-01,22386,"JUMBO BAG PINK POLKADOT",45,1903.3500000000001
2011-01,85066,"CREAM SWEETHEART MINI CHEST",35,1839.45
2011-01,47566,"PARTY BUNTING",41,1819.8000000000004
2011-01,22326,"ROUND SNACK BOXES SET OF4 WOODLAND ",33,1818.4500000000007
2011-01,22379,"RECYCLING BAG RETROSPOT ",23,1750.8
2011-01,48187,"DOORMAT NEW ENGLAND",39,1711.8000000000002
2011-01,21754,"HOME BUILDING BLOCK WORD",62,1683.5500000000004
2011-01,22838,"3 TIER CAKE TIN RED AND CREAM",12,1622.8000000000004
2011-01,84997A,"GREEN 3 PIECE POLKADOT CUTLERY SET",19,1610.4
2011-01,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",39,1608.5000000000007
2011-01,22957,"SET 3 PAPER VINTAGE CHICK PAPER EGG",39,1584.7000000000012
2011-01,22554,"PLASTERS IN TIN WOODLAND ANIMALS",35,1552.9499999999996
2011-01,21212,"PACK OF 72 RETROSPOT CAKE CASES",59,1525.1900000000007
2011-01,48138,"DOORMAT UNION FLAG",43,1501.500000000001
2011-01,22467,"GUMBALL COAT RACK",31,1494.1499999999994
2011-01,85099C,"JUMBO  BAG BAROQUE BLACK WHITE",37,1485.9000000000003
2011-01,84078A,"SET/4 WHITE RETRO STORAGE CUBES ",7,1477.9500000000003
2011-01,22968,"ROSE COTTAGE KEEPSAKE BOX ",19,1466.1000000000001
2011-01,22840,"ROUND CAKE TIN VINTAGE RED",22,1431.95
2011-01,22178,"VICTORIAN GLASS HANGING T-LIGHT",37,1417.32
2011-01,21931,"JUMBO STORAGE BAG SUKI",41,1348.05
2011-01,21929,"JUMBO BAG PINK VINTAGE PAISLEY",31,1303.5
2011-01,84378,"SET OF 3 HEART COOKIE CUTTERS",93,1302.7100000000003
2011-01,22197,"SMALL POPCORN HOLDER",42,1299.45
2011-01,84375,"SET OF 20 KIDS COOKIE CUTTERS",44,1293.0000000000005
2011-01,21485,"RETROSPOT HEART HOT WATER BOTTLE",59,1285.3500000000008
2011-01,47566B,"TEA TIME PARTY BUNTING",21,1281.6
2011-01,22113,"GREY HEART HOT WATER BOTTLE",58,1275.03
2011-01,22699,"ROSES REGENCY TEACUP AND SAUCER ",40,1259.1500000000008
2011-01,22090,"PAPER BUNTING RETROSPOT",37,1256.8000000000004
2011-01,72741,"GRAND CHOCOLATECANDLE",20,1252.4499999999998
2011-01,85184C,"S/4 VALENTINE DECOUPAGE HEART BOX",43,1237.1000000000001
2011-01,22505,"MEMO BOARD COTTAGE DESIGN",23,1229.85
2011-01,21181,"PLEASE ONE PERSON METAL SIGN",57,1220.7000000000003
2011-01,20750,"RED RETROSPOT MINI CASES",29,1218.45
2011-01,20713,"JUMBO BAG OWLS",27,1201.95
2011-01,22383,"LUNCH BAG SUKI  DESIGN ",47,1198.9500000000003
2011-01,22328,"ROUND SNACK BOXES SET OF 4 FRUITS ",29,1191.2000000000005
2011-01,21731,"RED TOADSTOOL LED NIGHT LIGHT",27,1176.5999999999997
2011-01,22969,"HOMEMADE JAM SCENTED CANDLES",48,1176.1499999999999
2011-01,22492,"MINI PAINT SET VINTAGE ",16,1171.8
2011-01,22776,"SWEETHEART CAKESTAND 3 TIER",38,1165.6500000000003
2011-01,82486,"WOOD S/3 CABINET ANT WHITE FINISH",32,1156.1999999999998
2011-01,21906,"PHARMACIE FIRST AID TIN",11,1150.32
2011-01,22138,"BAKING SET 9 PIECE RETROSPOT ",51,1130.4000000000003
2011-01,22502,"PICNIC BASKET WICKER SMALL",28,1127.4499999999998
2011-01,22900," SET 2 TEA TOWELS I LOVE LONDON ",23,1110.15
2011-01,22385,"JUMBO BAG SPACEBOY DESIGN",27,1108.35
2011-01,22111,"SCOTTIE DOG HOT WATER BOTTLE",34,1101.9000000000005
2011-01,20727,"LUNCH BAG  BLACK SKULL.",45,1086.9499999999998
2011-01,22570,"FELTCRAFT CUSHION RABBIT",20,1085.6100000000001
2011-01,22766,"PHOTO FRAME CORNICE",54,1075.9499999999998
2011-01,22727,"ALARM CLOCK BAKELIKE RED ",51,1067.04
2011-01,82494L,"WOODEN FRAME ANTIQUE WHITE ",44,1060.4500000000005
2011-01,21928,"JUMBO BAG SCANDINAVIAN PAISLEY",33,1048.65
2011-01,21430,"SET/3 RED GINGHAM ROSE STORAGE BOX",27,1042.3500000000001
2011-01,48194,"DOORMAT HEARTS",45,1041
2011-01,21524,"DOORMAT SPOTTY HOME SWEET HOME",34,1036.8
2011-01,21340,"CLASSIC METAL BIRDCAGE PLANT HOLDER",15,1035.75
2011-01,22659,"LUNCH BOX I LOVE LONDON",36,1020.9
2011-01,22558,"CLOTHES PEGS RETROSPOT PACK 24 ",52,1011.7300000000004
2011-01,22847,"BREAD BIN DINER STYLE IVORY",26,1008.8
2011-01,15056BL,"EDWARDIAN PARASOL BLACK",18,1004.5500000000001
2011-01,21217,"RED RETROSPOT ROUND CAKE TINS",22,1003.55
2011-01,20728,"LUNCH BAG CARS BLUE",46,986.4999999999999
2011-01,48184,"DOORMAT ENGLISH ROSE ",26,971.5500000000001
2011-01,21843,"RED RETROSPOT CAKE STAND",33,970.5500000000004
2011-01,22382,"LUNCH BAG SPACEBOY DESIGN ",46,966.4999999999998
2011-01,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",22,954.4499999999996
2011-01,22692,"DOORMAT WELCOME TO OUR HOME",23,953.2499999999998
2011-01,22988,"SOLDIERS EGG CUP ",41,945.28
2011-01,84978,"HANGING HEART JAR T-LIGHT HOLDER",37,942.99
2011-01,85014B,"RED RETROSPOT UMBRELLA",23,939.3000000000004
2011-01,22846,"BREAD BIN DINER STYLE RED ",21,939
2011-01,20711,"JUMBO BAG TOYS ",23,933.6
2011-01,21381,"MINI WOODEN HAPPY BIRTHDAY GARLAND",9,931.53
2011-01,22666,"RECIPE BOX PANTRY YELLOW DESIGN",54,928.4500000000004
2011-01,22624,"IVORY KITCHEN SCALES",50,916.3
2011-01,22384,"LUNCH BAG PINK POLKADOT",43,902.15
2011-01,22967,"SET 3 SONG BIRD PAPER EGGS ASSORTED",22,898.1500000000005
2011-01,22628,"PICNIC BOXES SET OF 3 RETROSPOT ",10,887.8999999999999
2011-01,21523,"DOORMAT FANCY FONT HOME SWEET HOME",23,881.8499999999997
2011-01,22782,"SET 3 WICKER STORAGE BASKETS ",20,881.1
2011-01,84946,"ANTIQUE SILVER TEA GLASS ETCHED",30,865.4200000000001
2011-01,22429,"ENAMEL MEASURING JUG CREAM",19,862
2011-01,20726,"LUNCH BAG WOODLAND",40,861.3
2011-01,22077,"6 RIBBONS RUSTIC CHARM",35,855.5999999999997
2011-01,22087,"PAPER BUNTING WHITE LACE",23,821
2011-01,85014A,"BLACK/BLUE POLKADOT UMBRELLA",16,820.3000000000002
2011-01,22697,"GREEN REGENCY TEACUP AND SAUCER",31,811.0000000000001
2011-01,82482,"WOODEN PICTURE FRAME WHITE FINISH",41,799.6499999999996
2011-01,21231,"SWEETHEART CERAMIC TRINKET BOX",30,799.2400000000001
2011-01,22726,"ALARM CLOCK BAKELIKE GREEN",44,795
2011-01,21137,"BLACK RECORD COVER FRAME",15,794.52
2011-01,21121,"SET/10 RED POLKADOT PARTY CANDLES",27,794.03
2011-01,22507,"MEMO BOARD RETROSPOT  DESIGN",27,792.8000000000001
2011-01,20679,"EDWARDIAN PARASOL RED",21,790.85
2011-01,22569,"FELTCRAFT CUSHION BUTTERFLY",19,784.4100000000001
2011-01,37449,"CERAMIC CAKE STAND + HANGING CAKES",14,781.1499999999999
2011-01,21559,"STRAWBERRY LUNCH BOX WITH CUTLERY",34,773.2499999999998
2011-01,22556,"PLASTERS IN TIN CIRCUS PARADE ",30,772.1999999999997
2011-01,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",14,771.3
2011-01,22823,"CHEST NATURAL WOOD 20 DRAWERS",2,770
2011-01,22931,"BAKING MOULD HEART WHITE CHOCOLATE",36,769.05
2011-01,84050,"PINK HEART SHAPE EGG FRYING PAN",55,769.0499999999998
2011-01,22723,"SET OF 6 HERB TINS SKETCHBOOK",45,757.9499999999999
2011-01,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",20,756.0000000000001
2011-01,70006,"LOVE HEART POCKET WARMER",19,752.7599999999999
2011-01,22139,"RETROSPOT TEA SET CERAMIC 11 PC ",40,747.4500000000004
2011-01,15056N,"EDWARDIAN PARASOL NATURAL",23,744.6000000000001
2011-01,22966,"GINGERBREAD MAN COOKIE CUTTER",47,742.27
2011-01,22625,"RED KITCHEN SCALES",38,737.8
2011-01,22970,"LONDON BUS COFFEE MUG",28,733.3499999999999
2011-01,21232,"STRAWBERRY CERAMIC TRINKET BOX",34,730.72
2011-01,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",32,729.5999999999999
2011-01,22333,"RETROSPOT PARTY BAG + STICKER SET",24,729.4500000000002
2011-01,22767,"TRIPLE PHOTO FRAME CORNICE ",22,724.2999999999997
2011-01,21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",62,724.0700000000004
2011-01,20712,"JUMBO BAG WOODLAND ANIMALS",33,717.45
2011-01,21166,"COOK WITH WINE METAL SIGN ",41,715.2599999999999
2011-01,21915,"RED  HARMONICA IN BOX ",32,709.4
2011-01,22752,"SET 7 BABUSHKA NESTING BOXES",20,708.9
2011-01,22904,"CALENDAR PAPER CUT DESIGN",24,705.5000000000002
2011-01,20971,"PINK BLUE FELT CRAFT TRINKET BOX",28,703.22
2011-01,84992,"72 SWEETHEART FAIRY CAKE CASES",66,703.2
2011-01,22499,"WOODEN UNION JACK BUNTING",18,701.7
2011-01,21527,"RED RETROSPOT TRADITIONAL TEAPOT ",28,699.3000000000001
2011-01,22242,"5 HOOK HANGER MAGIC TOADSTOOL",10,698.7
2011-01,22934,"BAKING MOULD EASTER EGG WHITE CHOC",17,695.35
2011-01,22849,"BREAD BIN DINER STYLE MINT",15,689.8000000000001
2011-01,22804,"CANDLEHOLDER PINK HANGING HEART",50,679.6000000000003
2011-01,21110,"LARGE CAKE TOWEL PINK SPOTS",12,678.7999999999998
2011-01,40016,"CHINESE DRAGON PAPER LANTERNS",11,671.76
2011-01,22937,"BAKING MOULD CHOCOLATE CUPCAKES",37,670.6500000000001
2011-01,22435,"SET OF 9 HEART SHAPED BALLOONS",34,667.25
2011-01,71459,"HANGING JAM JAR T-LIGHT HOLDER",21,666.04
2011-01,85150,"LADIES & GENTLEMEN METAL SIGN",31,664.5000000000001
2011-01,22795,"SWEETHEART RECIPE BOOK STAND",32,655.45
2011-01,22933,"BAKING MOULD EASTER EGG MILK CHOC",20,652.6
2011-01,22956,"36 FOIL HEART CAKE CASES",25,649.2000000000002
2011-01,22721,"SET OF 3 CAKE TINS SKETCHBOOK",41,647.8500000000003
2011-01,22189,"CREAM HEART CARD HOLDER",35,647.2700000000001
2011-01,84380,"SET OF 3 BUTTERFLY COOKIE CUTTERS",41,643.89
2011-01,22079,"RIBBON REEL HEARTS DESIGN ",38,642.6
2011-01,22895,"SET OF 2 TEA TOWELS APPLE AND PEARS",15,640.15
2011-01,21156,"RETROSPOT CHILDRENS APRON",23,639.9000000000001
2011-01,22169,"FAMILY ALBUM WHITE PICTURE FRAME",15,630.7
2011-01,22501,"PICNIC BASKET WICKER LARGE",14,630.1999999999998
2011-01,22367,"CHILDRENS APRON SPACEBOY DESIGN",22,628.3500000000003
2011-01,22303,"COFFEE MUG APPLES DESIGN",27,625.5000000000001
2011-01,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",25,622.8000000000003
2011-01,22768,"FAMILY PHOTO FRAME CORNICE",18,610.2999999999998
2011-01,22834,"HAND WARMER BABUSHKA DESIGN",22,595.7999999999998
2011-01,21242,"RED RETROSPOT PLATE ",17,593.3599999999999
2011-01,21668,"RED STRIPE CERAMIC DRAWER KNOB",25,591.62
2011-01,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",37,588.3499999999998
2011-01,21109,"LARGE CAKE TOWEL CHOCOLATE SPOTS",9,581.8499999999999
2011-01,22844,"VINTAGE CREAM DOG FOOD CONTAINER",20,578.36
2011-01,21218,"RED SPOTTY BISCUIT TIN",10,577.5
2011-01,22617,"BAKING SET SPACEBOY DESIGN",25,573
2011-01,22424,"ENAMEL BREAD BIN CREAM",16,570.45
2011-01,22084,"PAPER CHAIN KIT EMPIRE",20,569.8
2011-01,21756,"BATH BUILDING BLOCK WORD",24,569.0500000000001
2011-01,22411,"JUMBO SHOPPER VINTAGE RED PAISLEY",29,565.3499999999999
2011-01,22170,"PICTURE FRAME WOOD TRIPLE PORTRAIT",19,565.1999999999999
2011-01,47599A,"PINK PARTY BAGS",9,563.56
2011-01,22622,"BOX OF VINTAGE ALPHABET BLOCKS",14,562.1999999999999
2011-01,22854,"CREAM SWEETHEART EGG HOLDER",21,560.4000000000001
2011-01,20676,"RED RETROSPOT BOWL",25,556.46
2011-01,15036,"ASSORTED COLOURS SILK FAN",10,552
2011-01,22693,"GROW A FLYTRAP OR SUNFLOWER IN TIN",15,551.76
2011-01,22171,"3 HOOK PHOTO SHELF ANTIQUE WHITE",21,549.1
2011-01,84406B,"CREAM CUPID HEARTS COAT HANGER",25,545.0799999999999
2011-01,82600,"NO SINGING METAL SIGN",32,544.8
2011-01,22355,"CHARLOTTE BAG SUKI DESIGN",32,541.45
2011-01,20972,"PINK CREAM FELT CRAFT TRINKET BOX ",27,541.39
2011-01,84991,"60 TEATIME FAIRY CAKE CASES",42,539.8499999999999
2011-01,21428,"SET3 BOOK BOX GREEN GINGHAM FLOWER ",12,538.5
2011-01,21314,"SMALL GLASS HEART TRINKET POT",35,537.6000000000001
2011-01,22728,"ALARM CLOCK BAKELIKE PINK",27,533.6700000000001
2011-01,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",20,531.69
2011-01,22331,"WOODLAND PARTY BAG + STICKER SET",15,529.5
2011-01,22560,"TRADITIONAL MODELLING CLAY",19,529.4
2011-01,22908,"PACK OF 20 NAPKINS RED APPLES",23,524.1899999999999
2011-01,21355,"TOAST ITS - I LOVE YOU ",47,523.85
2011-01,17003,"BROCADE RING PURSE ",8,522.54
2011-01,20719,"WOODLAND CHARLOTTE BAG",33,522.1200000000001
2011-01,20724,"RED RETROSPOT CHARLOTTE BAG",31,522
2011-01,21561,"DINOSAUR LUNCH BOX WITH CUTLERY",16,521.4000000000001
2011-01,22971,"QUEENS GUARD COFFEE MUG",23,518.4000000000001
2011-01,21658,"GLASS  BEURRE DISH",20,516.63
2011-01,84988,"SET OF 72 PINK HEART PAPER DOILIES",39,516.1999999999998
2011-01,47590B,"PINK HAPPY BIRTHDAY BUNTING",17,515.9
2011-01,22619,"SET OF 6 SOLDIER SKITTLES",13,514.95
2011-01,22083,"PAPER CHAIN KIT RETROSPOT",23,513.7499999999999
2011-01,72760B,"VINTAGE CREAM 3 BASKET CAKE STAND",12,512.21
2011-01,37370,"RETRO COFFEE MUGS ASSORTED",13,510.35
2011-01,21717,"EASTER TIN BUCKET",17,506.85
