ym,stockCode,description,cust_cnt,rev_total
2010-12,20772,"GARDEN PATH JOURNAL",6,35.58
2010-12,90134,"OLD ROSE COMBO BEAD NECKLACE",1,35.519999999999996
2010-12,22395,"PAPERWEIGHT VINTAGE PAISLEY",2,35.49999999999999
2010-12,90192,"JADE DROP EARRINGS W FILIGREE",1,35.489999999999995
2010-12,84849A,"HELLO SAILOR BLUE SOAP HOLDER",4,35.45
2010-12,22089,"PAPER BUNTING VINTAGE PAISLEY",4,35.42
2010-12,21695,"SMALL SILVER FLOWER CANDLE POT",2,35.400000000000006
2010-12,22806,"SET OF 6 T-LIGHTS WEDDING CAKE ",2,35.400000000000006
2010-12,22279,"POCKET BAG BLUE PAISLEY RED SPOT",2,35.239999999999995
2010-12,21710,"FOLDING UMBRELLA PINKWHITE POLKADOT",4,35.190000000000005
2010-12,85129B,"BEADED CRYSTAL HEART GREEN SMALL",4,35.04
2010-12,22685,"FRENCH BLUE METAL DOOR SIGN 0",3,35.03
2010-12,84569B,"PACK 3 FIRE ENGINE/CAR PATCHES",4,35.01
2010-12,85129C,"BEADED CRYSTAL HEART BLUE SMALL",3,35.01
2010-12,22092,"BLUE PAISLEY TISSUE BOX",4,35
2010-12,21061,"PARTY INVITES FOOTBALL",4,34.849999999999994
2010-12,85040B,"SET/4 BLUE FLOWER CANDLES IN BOWL",4,34.769999999999996
2010-12,22814,"CARD PARTY GAMES ",5,34.550000000000004
2010-12,22035,"VINTAGE CARAVAN GREETING CARD ",6,34.49
2010-12,20932,"PINK POT PLANT CANDLE",2,34.230000000000004
2010-12,21917,"SET 12 KIDS  WHITE CHALK STICKS",9,34.13000000000001
2010-12,47563A,"RETRO LONGBOARD IRONING BOARD COVER",2,34.11
2010-12,21427,"SKULLS STORAGE BOX SMALL",7,34.08
2010-12,gift_0001_40,"Dotcomgiftshop Gift Voucher 짙40.00",1,34.04
2010-12,21359,"RELAX LARGE WOOD LETTERS",1,34
2010-12,90013B,"BLACK VINTAGE EARRINGS",1,33.92
2010-12,85183A,"CHARLIE & LOLA WASTEPAPER BIN BLUE",3,33.870000000000005
2010-12,21792,"CLASSIC FRENCH STYLE BASKET GREEN ",2,33.82
2010-12,22093,"MOTORING TISSUE BOX",8,33.769999999999996
2010-12,21640,"ASSORTED TUTTI FRUTTI  FOB NOTEBOOK",7,33.760000000000005
2010-12,21421,"PORCELAIN ROSE LARGE ",4,33.75
2010-12,21689,"SILVER VANILLA  FLOWER CANDLE POT",2,33.75
2010-12,21692,"SILVER LATTICE VANILLA CANDLE POT",5,33.75
2010-12,22448,"PIN CUSHION BABUSHKA RED",2,33.709999999999994
2010-12,21293,"MIRRORED DOVE WALL DECORATION",1,33.68
2010-12,21656,"RIDGED GLASS POSY VASE ",3,33.669999999999995
2010-12,85053,"FRENCH ENAMEL CANDLEHOLDER",4,33.650000000000006
2010-12,21393,"BLUE POLKADOT PUDDING BOWL",4,33.60000000000001
2010-12,47593B,"SCOTTIE DOGS BABY BIB",2,33.550000000000004
2010-12,21159,"MOODY BOY  DOOR HANGER ",5,33.28
2010-12,21063,"PARTY INVITES JAZZ HEARTS",4,33.15
2010-12,21317,"GLASS SPHERE CANDLE STAND MEDIUM",1,33.06
2010-12,79163,"BLACK CHAMPAGNE GLASS",2,33
2010-12,17012D,"ORIGAMI ROSE INCENSE/CANDLE SET ",3,32.91
2010-12,21286,"RETROSPOT CANDLE  LARGE",2,32.91
2010-12,22322,"BIRD DECORATION GREEN POLKADOT",1,32.839999999999996
2010-12,20617,"FIRST CLASS PASSPORT COVER ",3,32.75
2010-12,71038,"WHITE HANGING BEADS CANDLE HOLDER",2,32.7
2010-12,21070,"VINTAGE BILLBOARD MUG ",2,32.56999999999999
2010-12,21066,"VINTAGE RED MUG",3,32.54
2010-12,22096,"PINK PAISLEY SQUARE TISSUE BOX ",7,32.53999999999999
2010-12,22682,"FRENCH BLUE METAL DOOR SIGN 7",2,32.53
2010-12,35610C,"WHITE CHRISTMAS FLOCK DROPLET ",2,32.51
2010-12,72801G,"4 BURGUNDY WINE DINNER CANDLES",2,32.5
2010-12,85071A,"BLUE CHARLIE+LOLA PERSONAL DOORSIGN",3,32.5
2010-12,21579,"LOLITA  DESIGN  COTTON TOTE BAG",5,32.06
2010-12,90019A,"SILVER M.O.P ORBIT BRACELET",2,31.939999999999998
2010-12,90129A,"PINK GLASS TASSLE BAG CHARM ",3,31.720000000000002
2010-12,22211,"WOOD STAMP SET FLOWERS",4,31.589999999999996
2010-12,21391,"FRENCH LAVENDER SCENT HEART",2,31.56
2010-12,21285,"RETROSPOT CANDLE  MEDIUM",3,31.55
2010-12,21392,"RED POLKADOT PUDDING BOWL",3,31.500000000000004
2010-12,21497,"FANCY FONTS BIRTHDAY WRAP",3,31.5
2010-12,22050,"PINK PAISLEY ROSE GIFT WRAP",3,31.5
2010-12,84712B,"PINK JEWELLED PHOTO FRAME",1,31.470000000000002
2010-12,21448,"12 DAISY PEGS IN WOOD BOX",5,31.469999999999995
2010-12,51014L,"FEATHER PEN,LIGHT PINK",3,31.45
2010-12,22512,"DOORSTOP RACING CAR DESIGN",4,31.37
2010-12,85214,"TUB 24 PINK FLOWER PEGS",6,31.349999999999998
2010-12,21446,"12 RED ROSE PEG PLACE SETTINGS",5,31.33
2010-12,22100,"SKULLS SQUARE TISSUE BOX",8,31.33
2010-12,22406,"MONEY BOX KINGS CHOICE DESIGN",4,31.279999999999994
2010-12,20878,,8,31.25
2010-12,90210A,"GREY ACRYLIC FACETED BANGLE",3,31.25
2010-12,90147,"CHUNKY SILVER NECKLACE PASTEL FLOWE",2,31.189999999999998
2010-12,21642,"ASSORTED TUTTI FRUTTI PEN",5,31.050000000000004
2010-12,47367B,"PAIR PADDED HANGERS PINK CHECK",2,31.02
2010-12,85230B,"CINNAMON SCENTED VOTIVE CANDLE",4,30.96
2010-12,85230F,"JASMINE VOTIVE CANDLE",4,30.96
2010-12,35833P,"4 PINK FLOCK CHRISTMAS BALLS",3,30.939999999999998
2010-12,85107,"CUT GLASS T-LIGHT HOLDER OCTAGON",1,30.599999999999998
2010-12,85194L,"HANGING SPRING FLOWER EGG LARGE",1,30.599999999999998
2010-12,85205B,"PINK FELT EASTER RABBIT GARLAND",1,30.599999999999998
2010-12,84906,"PINK B'FLY C/COVER W BOBBLES",3,30.57
2010-12,47594B,"SCOTTIES DESIGN WASHBAG",3,30.54
2010-12,22265,"EASTER DECORATION NATURAL CHICK",5,30.490000000000002
2010-12,84563A,"PINK & WHITE BREAKFAST TRAY",3,30.48
2010-12,90013A,"MIDNIGHT BLUE VINTAGE EARRINGS",1,30.479999999999997
2010-12,21676,"FLOWERS  STICKERS",4,30.439999999999998
2010-12,21284,"RETROSPOT CANDLE  SMALL",3,30.380000000000003
2010-12,22546,"MINI JIGSAW PURDEY",4,30.340000000000003
2010-12,22220,"CAKE STAND LOVEBIRD 2 TIER WHITE",2,30.33
2010-12,20847,"ZINC HEART LATTICE CHARGER LARGE",2,30.240000000000002
2010-12,21374,"MIRRORED WALL ART SKULLS",2,30.240000000000002
2010-12,35241,"ENAMEL BLUE RIM BISCUIT BIN",3,30.240000000000002
2010-12,47421,"ASSORTED COLOUR LIZARD SUCTION HOOK",2,30.240000000000002
2010-12,84789,"ENCHANTED BIRD PLANT CAGE",3,30.12
2010-12,84876D,"BLUE HEART COMPACT MIRROR",3,30.12
2010-12,90161C,"ANT COPPER LIME BOUDICCA BRACELET",2,30.12
2010-12,22124,"SET OF 2 TEA TOWELS PING MICROWAVE",1,30.12
2010-12,22251,"BIRDHOUSE DECORATION MAGIC GARDEN",2,30.06
2010-12,21718,"RED METAL BEACH SPADE ",2,30.059999999999995
2010-12,21145,"ANTIQUE GLASS PLACE SETTING",1,30
2010-12,21927,"BLUE/CREAM STRIPE CUSHION COVER ",1,30
2010-12,35610B,"BLACK CHRISTMAS FLOCK DROPLET ",1,30
2010-12,84877B,"GREEN ROUND COMPACT MIRROR",1,30
2010-12,85159B,"WHITE TEA,COFFEE,SUGAR JARS",2,30
2010-12,84616,"SILVER ROCCOCO CHANDELIER",1,29.95
2010-12,84358,"FLOOR LAMP SHADE WOOD BASE",2,29.849999999999998
2010-12,90120C,"GREEN MURANO TWIST BRACELET",2,29.72
2010-12,90211B,"JET BLACK LAS VEGAS NECKLACE 45CM",2,29.72
2010-12,85045,"GREEN CHRISTMAS TREE STRING 20LIGHT",3,29.7
2010-12,22334,"DINOSAUR PARTY BAG + STICKER SET",3,29.7
2010-12,90013C,"GREEN VINTAGE EARRINGS ",1,29.680000000000007
2010-12,21726,"MULTI HEARTS  STICKERS",6,29.59
2010-12,37444A,"YELLOW BREAKFAST CUP AND SAUCER",2,29.54
2010-12,21365,"MIRRORED WALL ART STARS",2,29.520000000000003
2010-12,22496,"SET OF 2 ROUND TINS DUTCH CHEESE",4,29.51
2010-12,21038,"SET/4 MODERN VINTAGE COTTON NAPKINS",3,29.500000000000004
2010-12,35809a,"ENAMEL PINK TEA CONTAINER",2,29.44
2010-12,85020,"ROUND PINK HEART MIRROR",3,29.42
2010-12,72131,"COLUMBIAN CANDLE RECTANGLE",3,29.249999999999996
2010-12,85049H,"URBAN BLACK RIBBONS ",5,29.019999999999996
2010-12,21011,"GLITTER SNOW PEAR TREE DECORATION",3,28.999999999999996
2010-12,22135,"LADLE LOVE HEART PINK",4,28.830000000000005
2010-12,21027,"NINJA RABBIT PINK",4,28.82
2010-12,16033,"MINI HIGHLIGHTER PENS",2,28.799999999999997
2010-12,85129D,"BEADED CRYSTAL HEART PINK SMALL",4,28.79
2010-12,22097,"SWALLOW SQUARE TISSUE BOX",6,28.77
2010-12,84744,"S/6 SEW ON CROCHET FLOWERS",7,28.769999999999996
2010-12,84870C,"GREEN GEISHA GIRL ",4,28.759999999999998
2010-12,21447,"12 IVORY ROSE PEG PLACE SETTINGS",7,28.759999999999998
2010-12,85049F,"BABY BOOM RIBBONS ",5,28.75
2010-12,20775,"DAISY NOTEBOOK ",2,28.53
2010-12,85132B,"CHARLIE AND LOLA TABLE TINS",3,28.37
2010-12,85039C,"S/4 BLACK MINI ROSE CANDLE IN BOWL",3,28.18
2010-12,22532,"MAGIC DRAWING SLATE LEAP FROG ",9,28.16
2010-12,90170,"DAISY HAIR BAND",3,28.129999999999995
2010-12,85018D,"YULETIDE IMAGES S/6 PAPER BOXES",5,28.05
2010-12,20773,"BLUE PAISLEY NOTEBOOK",5,28.049999999999997
2010-12,21220,"SET/4 BADGES DOGS",1,27.689999999999998
2010-12,90129F,"RED GLASS TASSLE BAG CHARM",2,27.48
2010-12,90209B,"GREEN ENAMEL+GLASS HAIR COMB",1,27.429999999999996
2010-12,22249,"DECORATION WHITE CHICK MAGIC GARDEN",2,27.37
2010-12,22516,"CHILDS GARDEN RAKE BLUE",3,27.330000000000005
2010-12,82605,"OLD DOC RUSSEL METAL SIGN",2,27.300000000000004
2010-12,72132,"COLUMBIAN CUBE CANDLE",2,27.299999999999997
2010-12,85071C,"CHARLIE+LOLA"EXTREMELY BUSY"" SIGN"",2,27.159999999999997
2010-12,85126,"LARGE ROUND CUTGLASS CANDLESTICK",1,27.14
2010-12,84313C,"ORANGE TV TRAY TABLE ",2,27.14
2010-12,21722,"SWEET PUDDING STICKER SHEET",5,27.080000000000002
2010-12,84596L,"BISCUITS SMALL BOWL LIGHT BLUE",5,27.060000000000002
2010-12,22714,"CARD BIRTHDAY COWBOY",5,26.96
2010-12,22329,"ROUND CONTAINER SET OF 5 RETROSPOT",3,26.819999999999997
2010-12,20684,"STRAWBERRY DREAM CHILDS UMBRELLA",3,26.81
2010-12,21972,"SET OF 36 DINOSAUR PAPER DOILIES",2,26.719999999999995
2010-12,90022,"EDWARDIAN DROP EARRINGS JET BLACK",2,26.61
2010-12,21708,"FOLDING UMBRELLA CREAM POLKADOT",3,26.520000000000003
2010-12,21707,"FOLDING UMBRELLA BLACKBLUE POLKADOT",4,26.52
2010-12,21467,"CHERRY CROCHET FOOD COVER",6,26.37
2010-12,84912A,"PINK ROSE WASHBAG",4,26.25
2010-12,90002D,"FLOWER BURST SILVER RING CRYSTAL",4,26.25
2010-12,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",2,26.25
2010-12,84598,"BOYS ALPHABET IRON ON PATCHES",1,26.23
2010-12,21403,"BLUE EGG  SPOON",2,26.11
2010-12,84569A,"PACK 3 IRON ON DOG PATCHES",2,25.969999999999995
2010-12,21032,"SPACE CADET WHITE",4,25.9
2010-12,22129,"PARTY CONES CANDY TREE DECORATION",2,25.5
2010-12,90196B,"BLACK GEMSTONE NECKLACE 45CM",2,25.5
2010-12,22391,"PAPERWEIGHT HOME SWEET HOME",2,25.5
2010-12,46000P,"POLYESTER FILLER PAD 65CMx65CM",2,25.5
2010-12,90000D,"COPPER/OLIVE GREEN FLOWER NECKLACE",1,25.48
2010-12,90070,"RUBY GLASS CLUSTER BRACELET",1,25.48
2010-12,85019A,"ROMANTIC IMAGES NOTEBOOK SET",2,25.47
2010-12,90028,"NEW BAROQUE LARGE NECKLACE BLK/WHIT",1,25.47
2010-12,90073,"VINTAGE ENAMEL & CRYSTAL EARRINGS",1,25.45
2010-12,84507C,"BLUE CIRCLES DESIGN MONKEY DOLL",4,25.419999999999998
2010-12,35004G,"SET OF 3 GOLD FLYING DUCKS",1,25.4
2010-12,21058,"PARTY INVITES WOODLAND",4,25.38
2010-12,90099,"NECKLACE+BRACELET SET BLUE HIBISCUS",1,25.38
2010-12,90161A,"ANT COPPER RED BOUDICCA BRACELET",2,25.31
2010-12,85087,"CANDY SPOT CUSHION COVER",1,25.270000000000003
2010-12,46776C,"WOVEN FROST CUSHION COVER",1,25.26
2010-12,84809A,"WHITE CHRYSANTHEMUMS ART FLOWER",2,25.200000000000003
2010-12,17007B,"S/3 POT POURI CUSHIONS BLUE COLOURS",1,25.200000000000003
2010-12,16012,"FOOD/DRINK SPONGE STICKERS",4,25.2
2010-12,22044,"CHRISTMAS CARD STACK OF PRESENTS",4,25.2
2010-12,90114,"SUMMER DAISIES BAG CHARM",2,25.14
2010-12,84510C,"SET OF 4 POLKADOT COASTERS",1,25.1
2010-12,21397,"BLUE POLKADOT EGG CUP ",2,25.08
2010-12,21666,"RIDGED GLASS T-LIGHT HOLDER",4,25.060000000000002
2010-12,72801D,"4 SKY BLUE DINNER CANDLES",2,25.04
2010-12,21711,"FOLDING UMBRELLA WHITE/RED POLKADOT",3,25.020000000000003
2010-12,90032,"IVORY SHELL HEART NECKLACE",1,25
2010-12,21377,"SMALL CAMPHOR WOOD FIELD  MUSHROOM",3,24.989999999999995
2010-12,21641,"ASSORTED TUTTI FRUTTI KEYRING BALL",1,24.9
2010-12,21520,"BOOZE & WOMEN GREETING CARD ",4,24.869999999999997
2010-12,84854,"GIRLY PINK TOOL SET",1,24.75
2010-12,22545,"MINI JIGSAW BUNNIES",3,24.669999999999998
2010-12,22884,"NUMBER TILE VINTAGE FONT 5",3,24.66
2010-12,85071D,"CHARLIE+LOLA MY ROOM DOOR SIGN",3,24.65
2010-12,16238,"PARTY TIME PENCIL ERASERS",4,24.439999999999998
2010-12,22447,"PIN CUSHION BABUSHKA BLUE",1,24.349999999999998
2010-12,84581,"DOG TOY WITH PINK CROCHET SKIRT",3,24.34
2010-12,20700,"GREEN CAT FLORAL CUSHION COVER ",2,24.09
2010-12,22204,"MILK PAN BLUE POLKADOT",2,23.91
2010-12,90210B,"CLEAR ACRYLIC FACETED BANGLE",4,23.86
2010-12,85027L,"FRENCH CHATEAU LARGE PLATTER ",2,23.85
2010-12,47503J,"SET/3 FLORAL GARDEN TOOLS IN BAG",2,23.85
2010-12,21629,"SQUARE FLOOR CUSHION VINTAGE RED",3,23.85
2010-12,21413,"PERIWINKLE T-LIGHT HOLDER",2,23.839999999999996
2010-12,16016,"LARGE CHINESE STYLE SCISSOR",5,23.8
2010-12,84910A,"PINK PAISLEY CUSHION COVER ",2,23.8
2010-12,90129C,"GREEN GLASS TASSLE BAG CHARM",2,23.790000000000003
2010-12,18094C,"WHITE AND BLUE CERAMIC OIL BURNER",3,23.78
2010-12,90030B,"RED KUKUI COCONUT SEED NECKLACE",1,23.76
2010-12,90211A,"DIAMOND LAS VEGAS NECKLACE 45CM",1,23.76
2010-12,21289,"LARGE STRIPES CHOCOLATE GIFT BAG",2,23.75
2010-12,84666,"SQUARE CHERRY BLOSSOM CABINET",1,23.700000000000003
2010-12,84663A,"GRASS HOPPER WOODEN WALL CLOCK ",1,23.64
2010-12,21263,"GREEN GOOSE FEATHER TREE 60CM",1,23.64
2010-12,21264,"WHITE GOOSE FEATHER TREE 60CM ",1,23.64
2010-12,21530,"DAIRY MAID TOASTRACK",3,23.63
2010-12,47369A,"PINK GREEN EMBROIDERY COSMETIC BAG",5,23.610000000000003
2010-12,22026,"BANQUET BIRTHDAY  CARD  ",5,23.56
2010-12,21944,"KITTENS DESIGN FLANNEL",3,23.32
2010-12,22216,"T-LIGHT HOLDER WHITE LACE",1,23.2
2010-12,21709,"FOLDING UMBRELLA CHOCOLATE POLKADOT",4,23.16
2010-12,85130B,"BEADED CRYSTAL HEART GREEN LARGE",2,23.159999999999997
2010-12,22543,"MINI JIGSAW BAKE A CAKE ",3,23.130000000000003
2010-12,21904,"HOUSE WRECKING METAL SIGN ",5,23.099999999999998
2010-12,84898F,"YELLOW FLOWERS FELT HANDBAG KIT",8,23.099999999999998
2010-12,21167,"WHITE SAGE INCENSE",2,22.97
2010-12,20768,"GREEN FERN JOURNAL ",3,22.869999999999997
2010-12,85096,"HILDA CANDY SPOT RABBIT",1,22.86
2010-12,90096,"NECKLACE+BRACELET SET BLUE BLOSSOM",1,22.83
2010-12,20755,"BLUE PAISLEY POCKET BOOK",5,22.75
2010-12,22538,"MINI JIGSAW GO TO THE FAIR",3,22.709999999999997
2010-12,90212B,"JET BLACK LAS VEGAS BRACELET ROUND",2,22.68
2010-12,62096A,"PINK/YELLOW FLOWERS HANDBAG",3,22.5
2010-12,22876,"NUMBER TILE COTTAGE GARDEN 8",3,22.07
2010-12,47594A,"CAROUSEL DESIGN WASHBAG",4,22.07
2010-12,21018,"BIRD BOX CHRISTMAS TREE DECORATION",5,22.060000000000002
2010-12,20934,"SET/3 POT PLANT CANDLES",1,22.04
2010-12,21277,"FRENCH STYLE EMBOSSED HEART CABINET",1,21.95
2010-12,90005A,"JADE GREEN ENAMEL HAIR COMB",1,21.929999999999996
2010-12,85141,"JARDIN ETCHED GLASS FRUITBOWL",1,21.5
2010-12,22420,"LIPSTICK PEN BABY PINK",4,21.490000000000002
2010-12,21442,"GREEN BIRDHOUSE DECORATION",4,21.490000000000002
2010-12,21197,"MULTICOLOUR  CONFETTI IN TUBE",2,21.449999999999996
2010-12,20996,"JAZZ HEARTS ADDRESS BOOK",4,21.430000000000003
2010-12,22985,"WRAP, BILLBOARD FONTS DESIGN",3,21.42
2010-12,90051,"CRACKED GLAZE NECKLACE RED",1,21.39
2010-12,22478,"BIRDHOUSE GARDEN MARKER ",3,21.309999999999995
2010-12,47574A,"ENGLISH ROSE SCENTED HANGING FLOWER",3,21.25
2010-12,85049B,"LUSH GREENS RIBBONS",6,21.25
2010-12,20757,"RED DAISY POCKET BOOK ",5,21.25
2010-12,21059,"PARTY INVITES DINOSAURS",3,21.25
2010-12,90185A,"AMBER DIAMANTE EXPANDABLE RING",2,21.23
2010-12,85019C,"CURIOUS  IMAGES NOTEBOOK SET",2,21.22
2010-12,85163A,"WHITE BAROQUE WALL CLOCK ",2,21.22
2010-12,90018A,"SILVER M.O.P ORBIT DROP EARRINGS",1,21.200000000000003
2010-12,21162,"TOXIC AREA  DOOR HANGER ",4,21.15
2010-12,22517,"CHILDS GARDEN RAKE PINK",2,21.020000000000003
2010-12,22984,"CARD GINGHAM ROSE ",5,21.01
2010-12,22711,"WRAP CIRCUS PARADE",2,21
2010-12,22878,"NUMBER TILE COTTAGE GARDEN No",1,21
2010-12,16161P,"WRAP ENGLISH ROSE ",2,21
2010-12,16169P,"WRAP GREEN RUSSIAN FOLKART ",2,21
2010-12,22048,"BIRTHDAY BANQUET GIFT WRAP",2,21
2010-12,90160A,"PURPLE BOUDICCA LARGE BRACELET",1,20.85
2010-12,22134,"LADLE LOVE HEART RED ",2,20.83
2010-12,90125D,"PURPLE BERTIE GLASS BEAD BAG CHARM",3,20.72
2010-12,22363,"GLASS JAR MARMALADE ",2,20.68
2010-12,22698,"PINK REGENCY TEACUP AND SAUCER",3,20.66
2010-12,35967,"FOLK ART METAL STAR T-LIGHT HOLDER",3,20.6
2010-12,90014B,"GOLD M PEARL  ORBIT NECKLACE",2,20.57
2010-12,84508B,"STRIPES DESIGN TEDDY",4,20.400000000000002
2010-12,44228,"CANNABIS LEAF BEAD CURTAIN",1,20.4
2010-12,75011,"BLUE DAISY MOBILE",1,20.4
2010-12,22230,"JIGSAW TREE WITH WATERING CAN",1,20.4
2010-12,21555,"CERAMIC STRAWBERRY TRINKET TRAY",2,20.36
2010-12,84584,"PINK GINGHAM CAT WITH SCARF",2,20.36
2010-12,90158,"ST TROPEZ NECKLACE",1,20.36
2010-12,90206C,"CRYSTAL DIAMANTE STAR BROOCH",1,20.36
2010-12,21367,"MIRRORED WALL ART GENTS",3,20.279999999999998
2010-12,21518,"BANK ACCOUNT  GREETING  CARD ",3,20.259999999999998
2010-12,22717,"CARD DOG AND BALL ",4,20.22
2010-12,22033,"BOTANICAL ROSE GREETING CARD",3,20.16
2010-12,22873,"NUMBER TILE COTTAGE GARDEN 5",2,20.12
2010-12,90204,"PAIR OF ENAMEL BUTTERFLY HAIRCLIP",3,20.1
2010-12,20655,"QUEEN OF SKIES LUGGAGE TAG",5,20.08
2010-12,21030,"SPACE CADET RED",5,20.05
2010-12,85111,"SILVER GLITTER FLOWER VOTIVE HOLDER",2,20.02
2010-12,22529,"MAGIC DRAWING SLATE GO TO THE FAIR ",12,20.000000000000004
2010-12,21445,"12 PINK ROSE PEG PLACE SETTINGS",2,20
2010-12,21473,"SWEETHEART CREAM STEEL TABLE RECT",1,19.95
2010-12,90081C,"LILY BROOCH OLIVE COLOUR",2,19.94
2010-12,20777,"CHRYSANTHEMUM NOTEBOOK",5,19.919999999999998
2010-12,84711A,"SILVER OVAL SHAPE TRINKET BOX",1,19.9
2010-12,22870,"NUMBER TILE COTTAGE GARDEN 2",2,19.81
2010-12,21246,"RED RETROSPOT BIG BOWL",2,19.8
2010-12,90081A,"LILY BROOCH AMETHYST COLOUR",2,19.8
2010-12,16011,"ANIMAL STICKERS",4,19.74
2010-12,22250,"DECORATION  BUTTERFLY  MAGIC GARDEN",1,19.68
2010-12,35637A,"IVORY STRING CURTAIN WITH POLE ",1,19.53
2010-12,15039,"SANDALWOOD FAN",4,19.43
2010-12,21031,"SPACE CADET BLACK",3,19.21
2010-12,85169C,"EAU DE NIL LOVE BIRD CANDLE",2,19.209999999999997
2010-12,90199A,"5 STRAND GLASS NECKLACE BLACK",2,19.07
2010-12,21836,"GINGHAM OVEN GLOVE RED HEART ",2,18.990000000000002
2010-12,85230G,"ORANGE VOTIVE CANDLE",3,18.959999999999997
2010-12,21417,"COCKLE SHELL DISH",2,18.94
2010-12,17165D,"ASS COL LARGE SAND FROG P'WEIGHT",4,18.9
2010-12,21714,"CITRONELLA CANDLE GARDEN POT",2,18.82
2010-12,21379,"CAMPHOR WOOD PORTOBELLO MUSHROOM",4,18.77
2010-12,21538,"DAIRY MAID  PUDDING BOWL",2,18.75
2010-12,21635,"MADRAS NOTEBOOK LARGE ",2,18.75
2010-12,90003D,"CRYSTAL PAIR HEART HAIR SLIDES",2,18.75
2010-12,90181B,"AMETHYST GLASS/SHELL/PEARL NECKLACE",1,18.68
2010-12,84637,"KITCHEN FLOWER POTS WALL PLAQUE",2,18.67
2010-12,85179C,"PINK BITTY LIGHT CHAIN",1,18.64
2010-12,85103,"SILVER T-LIGHT SETTING",2,18.57
2010-12,22880,"NUMBER TILE VINTAGE FONT 1",2,18.5
2010-12,22882,"NUMBER TILE VINTAGE FONT 3",2,18.5
2010-12,84707B,"PINK JEWELLED MIRROR TRINKET TRAY",2,18.42
2010-12,22598,"CHRISTMAS MUSICAL ZINC TREE",3,18.38
2010-12,22261,"FELT EGG COSY WHITE RABBIT ",2,18.3
2010-12,90175A,"WHITE GLASS CHUNKY CHARM BRACELET",2,18.29
2010-12,20857,"BLUE ROSE PATCH PURSE PINK BUTTERFL",4,18.15
2010-12,90040B,"MURANO STYLE GLASS BRACELET BLACK",2,18.12
2010-12,21580,"RABBIT  DESIGN  COTTON TOTE BAG",3,18
2010-12,84706D,"CHERRY BLOSSOM TABLE CLOCK ",1,17.9
2010-12,90175C,"BLUE GLASS CHUNKY CHARM BRACELET",2,17.9
2010-12,90175D,"TIGRIS EYE CHUNKY CHARM BRACELET",1,17.9
2010-12,90195B,"BLACK GEMSTONE BRACELET",2,17.9
2010-12,84709B,"PINK OVAL JEWELLED MIRROR",3,17.85
2010-12,90060D,"FIRE POLISHED GLASS NECKL BRONZE",3,17.85
2010-12,90145,"SILVER HOOP EARRINGS WITH FLOWER",2,17.85
2010-12,22320,"BIRDS MOBILE VINTAGE DESIGN",1,17.85
2010-12,90190C,"SILVER/AMETHYST DROP EARRINGS LEAF",3,17.730000000000004
2010-12,84429A,"MEDIUM PINK BUDDHA HEAD ",1,17.73
2010-12,62094B,"TURQ ICE CREAM BUM BAG ",2,17.729999999999997
2010-12,21372,"MIRRORED WALL ART TABLE LAMP",2,17.72
2010-12,15044A,"PINK PAPER PARASOL ",1,17.700000000000003
2010-12,20664,"TROPICAL HOLIDAY PURSE ",3,17.700000000000003
2010-12,21424,"WOODLAND STORAGE BOX LARGE ",1,17.700000000000003
2010-12,22062,"CERAMIC BOWL WITH LOVE HEART DESIGN",1,17.700000000000003
2010-12,21828,"EIGHT PIECE SNAKE  SET",3,17.56
2010-12,20941,"FROG CANDLE",3,17.53
2010-12,22269,"EGG CUP NATURAL CHICKEN",2,17.53
2010-12,22408,"MONEY BOX CONFECTIONERY DESIGN",2,17.509999999999998
2010-12,22410,"MONEY BOX HOUSEKEEPING DESIGN",2,17.509999999999998
2010-12,22954,"HEN PARTY CORDON BARRIER TAPE",2,17.509999999999998
2010-12,77101A,"UNION FLAG WINDSOCK",5,17.5
2010-12,21562,"HAWAIIAN GRASS SKIRT ",3,17.5
2010-12,21654,"RIDGED GLASS FINGER BOWL",2,17.4
2010-12,22066,"LOVE HEART TRINKET POT",1,17.4
2010-12,84760S,"SMALL HANGING GLASS+ZINC LANTERN",1,17.4
2010-12,22263,"FELT EGG COSY LADYBIRD ",2,17.34
2010-12,85230E,"STRAWBRY SCENTED VOTIVE CANDLE",2,17.04
2010-12,85084,"HOLLY TOP CHRISTMAS STOCKING",7,17
2010-12,21132,"SILVER STANDING GNOME   ",1,17
2010-12,90185C,"BLACK DIAMANTE EXPANDABLE RING",3,16.990000000000002
2010-12,84857C,"PINK MONTE CARLO HANDBAG",1,16.98
2010-12,21120,"*Boombox Ipod Classic",1,16.98
2010-12,21269,"ANTIQUE CREAM CUTLERY SHELF ",1,16.98
2010-12,90185B,"AMETHYST DIAMANTE EXPANDABLE RING",2,16.97
2010-12,90194,"SILVER LARIAT BLACK STONE EARRINGS",2,16.97
2010-12,20954,"*USB Office Mirror Ball",1,16.94
2010-12,21595,"Dad's Cab Electronic Meter",1,16.94
2010-12,21441,"BLUE BIRDHOUSE DECORATION",4,16.92
2010-12,21415,"CLAM SHELL SMALL ",2,16.810000000000002
2010-12,35810A,"ENAMEL PINK COFFEE CONTAINER",2,16.810000000000002
2010-12,85195,"HANGING HEART BASKET",1,16.8
2010-12,21144,"PINK POODLE HANGING DECORATION ",1,16.8
